Index,m:s.ms.us,Dur,Len,Err,PID,CRC,Packet,Packet Data
404,00:13.170.308,0.07 us,,,NYET,,,96
405,00:13.171.382,0.10 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
406,00:13.171.382,8.67 us,512,,DATA0,6024,1D 28 F2 00 06 67 02 78 63 02 60 00 DC 12 F7 D1 07 78 0F 02 8B 0A 8D B3 64 D0 C4 89 B2 64 90 BF 16 F7 D4 2C B1 0C A6 E8 2A 80 00 AC 99 28 90 00 78 A1 02 60 00 A4 B1 C8 28 B5 0C 2C B1 0C B1 72 22 16 0D 7D C1 02 60 00 96 DA 40 B0 CB 0B EB 0C A6 BB A5 CC B0 CC 0E CC 0C 2E 16 10 2F 16 0C 01 11 02 58 00 76 92 4C 2E 12 10 8F 1C CB 28 C0 20 22 14 1F 88 4C B4 1A B0 87 C0 60 96 4C DB 70 2E 16 10 9F 1C 01 11 02 58 00 4E 12 F7 B2 07 78 0F 02 88 0A 88 80 DA 40 0B 80 00 2E 12 10 8F 1C D7 A0 CE 7A 88 4C 65 8F CA C0 70 88 F0 DA F0 78 7B 14 16 F7 A8 29 6C 18 C0 20 22 95 00 29 9C 1C 88 A0 B1 77 78 73 F0 C0 30 87 F0 D5 30 60 00 10 C0 60 96 4C C0 21 22 14 1F 63 FF CC C0 60 26 B5 0C 88 F0 B1 77 78 7B 02 63 FF 22 82 1D 65 20 6A 26 10 1F 65 60 64 89 F0 D7 20 79 2B 12 BC 28 12 F7 95 A8 2A 6D 99 08 88 A0 C8 83 2A AC 1C B1 77 88 F0 78 71 45 DA 40 1B F7 97 DC 50 9F 1C 58 00 48 B4 1A DB 70 58 00 27 16 F7 8A 07 78 0F 06 88 0A 88 80 DA 40 0B 80 00 8F 1C C0 30 88 F0 05 5E 02 78 3B 16 18 F7 84 12 F7 83 28 82 00 29 2C 18 6D 89 07 C0 60 26 95 00 29 9C 1C B1 EE 75 EB 02 63 FE 9A 88 F0 C0 70 78 7B 23 12 F7 7A 18 F7 7A 2A 2C 18 88 80 D6 20 BC 69 6D 89 11 88 90 C8 86 28 A1 00 78 7B 01 D7 80 2A AC 1C 29 9C 1C 64 7D CD 12 F7 78 07 5B 0C DC 70 9F 1C DA 20 D6 20 A6 BB 01 11 02 58 4D 6E 8F 1C 07 73 02 63 FD AF 82 12 86 18 22 2C 01 22 16 02 76 2B 02 63 FD 73 63 FD 41 00 6C 10 04 1A F7 63 03 38 0F 0A 88 0A 88 84 CD 8F 28 20 00 C9 85 D9 80 B1 38 78 91 0F B0 98 08 88 0F 0A 88 0A 28 82 05 C8 81 0B 80 00 B1 38 28 24 00 06 00 00 6C 10 04 27 4A 00 DA 70 C0 B1,C3 1D 28 F2 00 06 67 02 78 63 02 60 00 DC 12 F7 D1 07 78 0F 02 8B 0A 8D B3 64 D0 C4 89 B2 64 90 BF 16 F7 D4 2C B1 0C A6 E8 2A 80 00 AC 99 28 90 00 78 A1 02 60 00 A4 B1 C8 28 B5 0C 2C B1 0C B1 72 22 16 0D 7D C1 02 60 00 96 DA 40 B0 CB 0B EB 0C A6 BB A5 CC B0 CC 0E CC 0C 2E 16 10 2F 16 0C 01 11 02 58 00 76 92 4C 2E 12 10 8F 1C CB 28 C0 20 22 14 1F 88 4C B4 1A B0 87 C0 60 96 4C DB 70 2E 16 10 9F 1C 01 11 02 58 00 4E 12 F7 B2 07 78 0F 02 88 0A 88 80 DA 40 0B 80 00 2E 12 10 8F 1C D7 A0 CE 7A 88 4C 65 8F CA C0 70 88 F0 DA F0 78 7B 14 16 F7 A8 29 6C 18 C0 20 22 95 00 29 9C 1C 88 A0 B1 77 78 73 F0 C0 30 87 F0 D5 30 60 00 10 C0 60 96 4C C0 21 22 14 1F 63 FF CC C0 60 26 B5 0C 88 F0 B1 77 78 7B 02 63 FF 22 82 1D 65 20 6A 26 10 1F 65 60 64 89 F0 D7 20 79 2B 12 BC 28 12 F7 95 A8 2A 6D 99 08 88 A0 C8 83 2A AC 1C B1 77 88 F0 78 71 45 DA 40 1B F7 97 DC 50 9F 1C 58 00 48 B4 1A DB 70 58 00 27 16 F7 8A 07 78 0F 06 88 0A 88 80 DA 40 0B 80 00 8F 1C C0 30 88 F0 05 5E 02 78 3B 16 18 F7 84 12 F7 83 28 82 00 29 2C 18 6D 89 07 C0 60 26 95 00 29 9C 1C B1 EE 75 EB 02 63 FE 9A 88 F0 C0 70 78 7B 23 12 F7 7A 18 F7 7A 2A 2C 18 88 80 D6 20 BC 69 6D 89 11 88 90 C8 86 28 A1 00 78 7B 01 D7 80 2A AC 1C 29 9C 1C 64 7D CD 12 F7 78 07 5B 0C DC 70 9F 1C DA 20 D6 20 A6 BB 01 11 02 58 4D 6E 8F 1C 07 73 02 63 FD AF 82 12 86 18 22 2C 01 22 16 02 76 2B 02 63 FD 73 63 FD 41 00 6C 10 04 1A F7 63 03 38 0F 0A 88 0A 88 84 CD 8F 28 20 00 C9 85 D9 80 B1 38 78 91 0F B0 98 08 88 0F 0A 88 0A 28 82 05 C8 81 0B 80 00 B1 38 28 24 00 06 00 00 6C 10 04 27 4A 00 DA 70 C0 B1 24 60
407,00:13.171.391,0.08 us,,,NYET,,,96
408,00:13.172.406,0.10 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
409,00:13.172.406,8.67 us,512,,DATA1,7DA3,01 11 02 58 2C 7C DB A0 9B 27 9B 28 97 2A DA 30 04 4C 02 01 11 02 58 4D 12 94 29 C0 80 28 26 10 28 26 11 28 26 14 28 26 12 19 F7 53 28 26 13 18 F7 52 99 25 19 F7 52 98 23 99 24 06 00 00 6C 10 04 88 2A 8C 29 0C 88 0C 74 83 1C 8A 27 8B 28 A4 AA 01 11 02 58 4D 42 DB 30 2A 22 07 04 4C 02 01 11 02 58 4C FF 60 00 3B A4 CA 2A AD 01 C0 B1 01 11 02 58 2C 60 D7 A0 DB 30 DC 40 01 11 02 58 4C F8 88 27 C9 82 8B 28 8C 29 A4 7A 01 11 02 58 4C F4 8A 27 01 11 02 58 2D 09 88 29 97 27 A4 88 28 8D 01 98 2A 88 29 89 27 A4 88 98 29 99 28 D2 40 D1 0F 6C 10 06 D6 20 93 10 94 11 C0 20 92 13 D4 20 02 23 02 68 51 2E C8 57 68 52 39 68 53 2E 60 00 35 C0 A9 01 11 02 58 24 47 0A 0A 47 6F A5 07 2D 1A F4 9D 12 60 00 1F 0A A8 0A 08 88 0A 0E 88 11 98 12 60 00 11 C3 E2 2E 16 02 60 00 09 2D 0A C8 9D 12 60 00 01 93 12 88 69 64 80 44 82 11 78 23 01 D2 80 8A 10 8B 68 DC 20 01 11 02 58 4C D1 89 69 88 68 02 99 0C 99 69 A2 88 98 68 CE 91 89 6A 18 F7 14 79 8B 1A 8A 67 01 11 02 58 2C E0 27 4A 00 DA 70 C0 B1 01 11 02 58 2C 2B 9A 67 97 6A 9A 68 88 6F C8 88 CC 24 D2 80 C0 80 98 6F D1 0F 8E 11 7E 2B 41 CF 4E 27 0A 01 8D 10 8E 11 88 61 8C 12 A2 DA 02 EB 0C 0B 80 00 D3 A0 66 30 21 03 22 08 68 51 08 77 53 18 6F 54 18 60 00 12 8D 13 8E 12 AE DD 9D 13 CC 27 18 F6 FB 2D 12 03 7D 8B 02 24 0A 01 64 4F C2 67 30 03 C8 22 93 6F D3 20 03 32 02 06 00 00 6C 10 04 DA 30 DB 40 28 22 02 2C 0A C8 0B 80 00 D2 A0 D1 0F 6C 10 06 1A F6 EF 18 F6 EF 0C 02 00 85 A0 0C 02 00 88 80 C0 98 98 10 79 58 02 60 01 16 18 F6 EA 0C 02 00 99 A0 0C 02 00 89 80 28 0A 10 08 97 01 CE 78 2A 0A 15 01,4B 01 11 02 58 2C 7C DB A0 9B 27 9B 28 97 2A DA 30 04 4C 02 01 11 02 58 4D 12 94 29 C0 80 28 26 10 28 26 11 28 26 14 28 26 12 19 F7 53 28 26 13 18 F7 52 99 25 19 F7 52 98 23 99 24 06 00 00 6C 10 04 88 2A 8C 29 0C 88 0C 74 83 1C 8A 27 8B 28 A4 AA 01 11 02 58 4D 42 DB 30 2A 22 07 04 4C 02 01 11 02 58 4C FF 60 00 3B A4 CA 2A AD 01 C0 B1 01 11 02 58 2C 60 D7 A0 DB 30 DC 40 01 11 02 58 4C F8 88 27 C9 82 8B 28 8C 29 A4 7A 01 11 02 58 4C F4 8A 27 01 11 02 58 2D 09 88 29 97 27 A4 88 28 8D 01 98 2A 88 29 89 27 A4 88 98 29 99 28 D2 40 D1 0F 6C 10 06 D6 20 93 10 94 11 C0 20 92 13 D4 20 02 23 02 68 51 2E C8 57 68 52 39 68 53 2E 60 00 35 C0 A9 01 11 02 58 24 47 0A 0A 47 6F A5 07 2D 1A F4 9D 12 60 00 1F 0A A8 0A 08 88 0A 0E 88 11 98 12 60 00 11 C3 E2 2E 16 02 60 00 09 2D 0A C8 9D 12 60 00 01 93 12 88 69 64 80 44 82 11 78 23 01 D2 80 8A 10 8B 68 DC 20 01 11 02 58 4C D1 89 69 88 68 02 99 0C 99 69 A2 88 98 68 CE 91 89 6A 18 F7 14 79 8B 1A 8A 67 01 11 02 58 2C E0 27 4A 00 DA 70 C0 B1 01 11 02 58 2C 2B 9A 67 97 6A 9A 68 88 6F C8 88 CC 24 D2 80 C0 80 98 6F D1 0F 8E 11 7E 2B 41 CF 4E 27 0A 01 8D 10 8E 11 88 61 8C 12 A2 DA 02 EB 0C 0B 80 00 D3 A0 66 30 21 03 22 08 68 51 08 77 53 18 6F 54 18 60 00 12 8D 13 8E 12 AE DD 9D 13 CC 27 18 F6 FB 2D 12 03 7D 8B 02 24 0A 01 64 4F C2 67 30 03 C8 22 93 6F D3 20 03 32 02 06 00 00 6C 10 04 DA 30 DB 40 28 22 02 2C 0A C8 0B 80 00 D2 A0 D1 0F 6C 10 06 1A F6 EF 18 F6 EF 0C 02 00 85 A0 0C 02 00 88 80 C0 98 98 10 79 58 02 60 01 16 18 F6 EA 0C 02 00 99 A0 0C 02 00 89 80 28 0A 10 08 97 01 CE 78 2A 0A 15 01 A3 7D
410,00:13.172.415,0.07 us,,,NYET,,,96
411,00:13.173.482,0.12 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
412,00:13.173.482,8.67 us,512,,DATA0,DC1D,11 02 58 23 FC 18 F6 E4 27 84 00 69 A2 02 60 00 EC 18 F6 E2 0C 02 00 89 80 C7 AC 0A 99 01 0C 02 00 99 80 60 00 D7 19 F6 DC 28 90 00 2A 8C 01 2A 94 00 08 08 47 6F 82 57 0A 08 47 6E 82 43 18 F6 D9 2A 81 00 17 F6 D6 0B A9 11 0A 99 0C 0A 98 11 09 88 0C 0A 88 0B 89 70 0A 88 11 08 96 08 01 11 02 58 4E 74 27 72 00 76 7B 05 7A 63 0B 77 A3 08 77 6B 0E 7A 6B 0B 77 AB 08 19 F6 C7 28 0A 01 28 94 00 17 F6 C7 01 11 02 58 4E 6A 9A 70 60 00 6D 18 F6 C4 2A 81 00 17 F6 C2 0B A9 11 0A 99 0C 0A 98 11 09 88 0C 0A 88 0B 89 70 0A 88 11 A8 96 01 11 02 58 4E 5F 27 72 00 76 7B 02 76 A3 08 77 6B 3C 76 A3 02 7A 7B 36 C1 A5 01 11 02 58 23 CA B0 AA 6F A2 21 1B F6 B1 C7 9C 0C 02 00 88 B0 C0 A1 09 88 01 0C 02 00 89 B0 0A 88 02 09 09 41 09 88 02 0C 02 00 98 B0 19 F6 A8 C0 80 28 94 00 7F 57 09 19 F6 A2 C0 81 0C 02 00 98 90 C0 92 79 50 07 18 F6 9E 0C 02 00 99 80 C1 90 79 50 08 18 F6 9B 0C 02 00 29 86 00 C2 90 79 50 07 18 F6 97 0C 02 00 99 80 C4 90 79 50 07 18 F6 94 0C 02 00 99 80 C0 30 C0 21 D4 30 18 F6 98 19 F6 91 0C 02 00 8A 80 8E 10 C7 8F 08 AA 03 9A 11 0C 02 00 9E 90 8E 11 C0 50 00 40 04 0E 08 19 08 08 4F 8E 10 98 12 00 40 04 0E 08 19 08 08 4F 98 13 8E 12 64 E3 1C 2E 12 03 7F EF 02 60 02 FB CD 35 19 F6 87 60 00 13 DA 90 01 11 02 58 01 71 1E F6 86 22 E4 00 60 00 58 19 F6 83 0B 58 11 A9 87 0C 02 00 86 70 28 2A 00 78 60 04 0C 02 00 98 70 28 0A 80 78 60 05 0C 02 00 28 76 00 C4 80 78 60 2F 0C 02 00 98 70 05 48 08 00 81 04 00 28 1A 69 82 1E 1E F6 75 28 E0 00 CD 85 1A F6 74 01 11 02 58 2B 61 C8 AA 89 A3 88 92 65 8F 9A 8A A0 65 AF F3 C3 80 08 68 01,C3 11 02 58 23 FC 18 F6 E4 27 84 00 69 A2 02 60 00 EC 18 F6 E2 0C 02 00 89 80 C7 AC 0A 99 01 0C 02 00 99 80 60 00 D7 19 F6 DC 28 90 00 2A 8C 01 2A 94 00 08 08 47 6F 82 57 0A 08 47 6E 82 43 18 F6 D9 2A 81 00 17 F6 D6 0B A9 11 0A 99 0C 0A 98 11 09 88 0C 0A 88 0B 89 70 0A 88 11 08 96 08 01 11 02 58 4E 74 27 72 00 76 7B 05 7A 63 0B 77 A3 08 77 6B 0E 7A 6B 0B 77 AB 08 19 F6 C7 28 0A 01 28 94 00 17 F6 C7 01 11 02 58 4E 6A 9A 70 60 00 6D 18 F6 C4 2A 81 00 17 F6 C2 0B A9 11 0A 99 0C 0A 98 11 09 88 0C 0A 88 0B 89 70 0A 88 11 A8 96 01 11 02 58 4E 5F 27 72 00 76 7B 02 76 A3 08 77 6B 3C 76 A3 02 7A 7B 36 C1 A5 01 11 02 58 23 CA B0 AA 6F A2 21 1B F6 B1 C7 9C 0C 02 00 88 B0 C0 A1 09 88 01 0C 02 00 89 B0 0A 88 02 09 09 41 09 88 02 0C 02 00 98 B0 19 F6 A8 C0 80 28 94 00 7F 57 09 19 F6 A2 C0 81 0C 02 00 98 90 C0 92 79 50 07 18 F6 9E 0C 02 00 99 80 C1 90 79 50 08 18 F6 9B 0C 02 00 29 86 00 C2 90 79 50 07 18 F6 97 0C 02 00 99 80 C4 90 79 50 07 18 F6 94 0C 02 00 99 80 C0 30 C0 21 D4 30 18 F6 98 19 F6 91 0C 02 00 8A 80 8E 10 C7 8F 08 AA 03 9A 11 0C 02 00 9E 90 8E 11 C0 50 00 40 04 0E 08 19 08 08 4F 8E 10 98 12 00 40 04 0E 08 19 08 08 4F 98 13 8E 12 64 E3 1C 2E 12 03 7F EF 02 60 02 FB CD 35 19 F6 87 60 00 13 DA 90 01 11 02 58 01 71 1E F6 86 22 E4 00 60 00 58 19 F6 83 0B 58 11 A9 87 0C 02 00 86 70 28 2A 00 78 60 04 0C 02 00 98 70 28 0A 80 78 60 05 0C 02 00 28 76 00 C4 80 78 60 2F 0C 02 00 98 70 05 48 08 00 81 04 00 28 1A 69 82 1E 1E F6 75 28 E0 00 CD 85 1A F6 74 01 11 02 58 2B 61 C8 AA 89 A3 88 92 65 8F 9A 8A A0 65 AF F3 C3 80 08 68 01 1D DC
413,00:13.173.491,0.08 us,,,NYET,,,96
414,00:13.174.533,0.12 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
415,00:13.174.533,8.67 us,512,,DATA1,CE58,C8 84 0C 02 00 28 76 00 28 4A 00 78 60 6A 0C 02 00 98 70 A5 48 00 81 04 00 27 1A 69 72 4C 1E F6 65 28 E0 00 64 80 51 1A F6 63 C0 80 28 E4 00 01 11 02 58 2B 4F 64 A0 40 1C F6 60 07 7B 02 89 A3 88 92 CD 8D 88 93 CD 89 92 93 8A A0 CE A9 1E F6 56 0C 02 00 88 E0 9A C0 0B 88 02 0C 02 00 98 E0 60 00 15 8A A0 65 AF D5 60 00 0D 1A F6 54 DB 70 2C 0A 00 01 11 02 58 3E 85 68 31 02 60 02 05 18 F6 50 8A 80 01 11 02 5B FD E5 68 51 02 60 01 E1 18 F6 4D 28 80 00 64 81 D8 18 F6 4C 0B 39 11 2A 0A 80 A8 99 0C 02 00 88 90 1B F6 49 0A 88 02 2A B0 00 0C 02 00 28 96 00 65 A0 C2 18 F6 45 8B 80 29 B0 00 2A B0 01 08 99 10 00 AA 11 28 B0 02 09 AA 02 08 88 11 29 B0 03 0A 88 02 08 99 02 18 F6 3E 1A F6 3E 08 99 01 7A 91 02 60 01 50 28 B0 00 1E F6 3B 28 B0 01 8A E0 28 B0 02 29 B0 03 08 88 11 09 87 02 C9 A2 1E F6 37 88 E0 1E F6 36 29 E2 00 0A 88 08 79 81 29 60 00 04 1E F6 32 9A E0 1E F6 2F 8A E0 DC 70 1E F6 2F 19 F6 30 88 E0 89 90 1E F6 2D A8 AA 8B E0 AA 9A AB 9B 01 11 02 58 4B C8 1E F6 27 88 E0 19 F6 2A A7 88 98 E0 C0 80 28 94 00 1E F6 28 19 F6 28 88 E0 89 90 07 88 0C 79 8B 0B 1E F6 26 28 0A 00 28 E6 00 60 00 CF 1E F6 23 28 E2 00 64 80 C6 A7 88 98 E0 60 00 BF 18 F6 20 19 F6 14 2C 80 00 8D 90 60 00 05 2C CC FF 68 C0 67 0C C8 11 AD 8B 29 B0 00 2A B0 01 08 99 10 00 AA 11 28 B0 02 09 AA 02 08 88 11 29 B0 03 0A 88 02 08 99 02 18 F6 08 1A F6 08 08 99 01 7A 99 CA 28 B0 00 1E F6 0B C0 C0 28 B0 01 29 B0 02 88 E0 2A B0 03 08 99 11 0A 99 02 09 88 0C 98 E0 28 B0 00 1E F6 08 28 B0 01 29 B0 02 88 E0 2A B0 03 08 99 11 0A 99 02 A9 88 98 E0 1E F6 00 8A E0 C9,4B C8 84 0C 02 00 28 76 00 28 4A 00 78 60 6A 0C 02 00 98 70 A5 48 00 81 04 00 27 1A 69 72 4C 1E F6 65 28 E0 00 64 80 51 1A F6 63 C0 80 28 E4 00 01 11 02 58 2B 4F 64 A0 40 1C F6 60 07 7B 02 89 A3 88 92 CD 8D 88 93 CD 89 92 93 8A A0 CE A9 1E F6 56 0C 02 00 88 E0 9A C0 0B 88 02 0C 02 00 98 E0 60 00 15 8A A0 65 AF D5 60 00 0D 1A F6 54 DB 70 2C 0A 00 01 11 02 58 3E 85 68 31 02 60 02 05 18 F6 50 8A 80 01 11 02 5B FD E5 68 51 02 60 01 E1 18 F6 4D 28 80 00 64 81 D8 18 F6 4C 0B 39 11 2A 0A 80 A8 99 0C 02 00 88 90 1B F6 49 0A 88 02 2A B0 00 0C 02 00 28 96 00 65 A0 C2 18 F6 45 8B 80 29 B0 00 2A B0 01 08 99 10 00 AA 11 28 B0 02 09 AA 02 08 88 11 29 B0 03 0A 88 02 08 99 02 18 F6 3E 1A F6 3E 08 99 01 7A 91 02 60 01 50 28 B0 00 1E F6 3B 28 B0 01 8A E0 28 B0 02 29 B0 03 08 88 11 09 87 02 C9 A2 1E F6 37 88 E0 1E F6 36 29 E2 00 0A 88 08 79 81 29 60 00 04 1E F6 32 9A E0 1E F6 2F 8A E0 DC 70 1E F6 2F 19 F6 30 88 E0 89 90 1E F6 2D A8 AA 8B E0 AA 9A AB 9B 01 11 02 58 4B C8 1E F6 27 88 E0 19 F6 2A A7 88 98 E0 C0 80 28 94 00 1E F6 28 19 F6 28 88 E0 89 90 07 88 0C 79 8B 0B 1E F6 26 28 0A 00 28 E6 00 60 00 CF 1E F6 23 28 E2 00 64 80 C6 A7 88 98 E0 60 00 BF 18 F6 20 19 F6 14 2C 80 00 8D 90 60 00 05 2C CC FF 68 C0 67 0C C8 11 AD 8B 29 B0 00 2A B0 01 08 99 10 00 AA 11 28 B0 02 09 AA 02 08 88 11 29 B0 03 0A 88 02 08 99 02 18 F6 08 1A F6 08 08 99 01 7A 99 CA 28 B0 00 1E F6 0B C0 C0 28 B0 01 29 B0 02 88 E0 2A B0 03 08 99 11 0A 99 02 09 88 0C 98 E0 28 B0 00 1E F6 08 28 B0 01 29 B0 02 88 E0 2A B0 03 08 99 11 0A 99 02 A9 88 98 E0 1E F6 00 8A E0 C9 58 CE
416,00:13.174.542,0.08 us,,,NYET,,,96
417,00:13.175.586,0.12 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
418,00:13.175.587,8.68 us,512,,DATA0,D9A6,AF 18 F5 F4 88 80 0C C9 11 A8 99 28 90 00 28 90 01 28 90 02 29 90 03 08 88 11 09 88 02 A8 A8 28 E6 00 1E F5 F4 18 F5 F4 89 E0 88 80 78 9A 08 1E F5 F2 28 0A 00 28 E6 00 18 F5 ED 22 84 00 1E F5 E8 88 E0 CC 83 1E F5 E7 98 E0 1E F5 E6 88 E0 1E F5 E3 89 E0 A9 89 1E F5 E4 09 08 43 99 E0 C8 88 C7 80 08 98 01 28 8C 10 98 E0 1E F5 DF 8A E0 58 00 11 1A F5 D3 A5 4B 00 B1 04 00 2B 1A C0 C0 01 11 02 58 3E 02 8E 12 B1 55 0E 1E 14 9E 12 8E 13 C0 8F 0E 1E 14 9E 13 75 83 02 63 FC DD 24 4C 10 23 3C 01 6F 32 02 63 FC B5 2A 0A 04 01 11 02 58 3B 02 D1 0F 00 00 6C 10 04 13 F5 D0 85 30 CA 55 05 03 43 CE 30 13 F5 C3 84 30 05 83 57 23 44 08 05 03 57 23 44 09 05 83 47 23 44 0A 25 44 0B 14 F5 BB C0 31 60 00 26 13 F5 C0 15 F5 BA 84 30 85 50 A2 44 04 83 57 23 54 08 04 03 57 23 54 09 04 83 47 23 54 0A 24 54 0B 14 F5 B1 23 0A 00 23 44 00 17 F5 B0 16 F5 BC 15 F5 B9 84 70 C0 30 23 54 00 0C 02 00 94 60 C0 50 25 44 0C 25 44 0D 25 44 0E 25 44 0F 83 70 0C 02 00 24 30 00 C0 48 0C 02 00 24 34 00 0C 02 00 24 30 01 0C 02 00 25 34 01 0C 02 00 24 30 02 0C 02 00 25 34 02 0C 02 00 24 30 03 16 F5 99 0C 02 00 25 34 03 23 0A 01 14 F5 A7 23 64 00 25 44 00 06 00 00 6C 10 06 93 11 D3 40 DA 20 18 F5 95 8B 11 08 22 08 01 11 02 58 3B 59 18 F5 98 C0 A4 8F 11 19 F5 9A 9F 80 C0 80 98 90 01 11 02 58 3A B9 C0 8A 73 8A 0E 18 F5 92 8F 11 88 80 7F 8A 04 18 F5 91 92 80 1C F5 8D 28 C2 00 6B 81 02 60 01 7A 14 F5 85 15 F5 86 86 40 64 60 5B 87 C0 77 6B 02 06 67 02 DC 70 1F F5 89 18 F5 82 8B 50 8A F0 88 80 AA 2A AB 8B 01 11 02 58 4B 1C 1F F5 84 88 F0 A7 8A 88 50 9A F0 A7 88 89,C3 AF 18 F5 F4 88 80 0C C9 11 A8 99 28 90 00 28 90 01 28 90 02 29 90 03 08 88 11 09 88 02 A8 A8 28 E6 00 1E F5 F4 18 F5 F4 89 E0 88 80 78 9A 08 1E F5 F2 28 0A 00 28 E6 00 18 F5 ED 22 84 00 1E F5 E8 88 E0 CC 83 1E F5 E7 98 E0 1E F5 E6 88 E0 1E F5 E3 89 E0 A9 89 1E F5 E4 09 08 43 99 E0 C8 88 C7 80 08 98 01 28 8C 10 98 E0 1E F5 DF 8A E0 58 00 11 1A F5 D3 A5 4B 00 B1 04 00 2B 1A C0 C0 01 11 02 58 3E 02 8E 12 B1 55 0E 1E 14 9E 12 8E 13 C0 8F 0E 1E 14 9E 13 75 83 02 63 FC DD 24 4C 10 23 3C 01 6F 32 02 63 FC B5 2A 0A 04 01 11 02 58 3B 02 D1 0F 00 00 6C 10 04 13 F5 D0 85 30 CA 55 05 03 43 CE 30 13 F5 C3 84 30 05 83 57 23 44 08 05 03 57 23 44 09 05 83 47 23 44 0A 25 44 0B 14 F5 BB C0 31 60 00 26 13 F5 C0 15 F5 BA 84 30 85 50 A2 44 04 83 57 23 54 08 04 03 57 23 54 09 04 83 47 23 54 0A 24 54 0B 14 F5 B1 23 0A 00 23 44 00 17 F5 B0 16 F5 BC 15 F5 B9 84 70 C0 30 23 54 00 0C 02 00 94 60 C0 50 25 44 0C 25 44 0D 25 44 0E 25 44 0F 83 70 0C 02 00 24 30 00 C0 48 0C 02 00 24 34 00 0C 02 00 24 30 01 0C 02 00 25 34 01 0C 02 00 24 30 02 0C 02 00 25 34 02 0C 02 00 24 30 03 16 F5 99 0C 02 00 25 34 03 23 0A 01 14 F5 A7 23 64 00 25 44 00 06 00 00 6C 10 06 93 11 D3 40 DA 20 18 F5 95 8B 11 08 22 08 01 11 02 58 3B 59 18 F5 98 C0 A4 8F 11 19 F5 9A 9F 80 C0 80 98 90 01 11 02 58 3A B9 C0 8A 73 8A 0E 18 F5 92 8F 11 88 80 7F 8A 04 18 F5 91 92 80 1C F5 8D 28 C2 00 6B 81 02 60 01 7A 14 F5 85 15 F5 86 86 40 64 60 5B 87 C0 77 6B 02 06 67 02 DC 70 1F F5 89 18 F5 82 8B 50 8A F0 88 80 AA 2A AB 8B 01 11 02 58 4B 1C 1F F5 84 88 F0 A7 8A 88 50 9A F0 A7 88 89 A6 D9
419,00:13.175.596,0.07 us,,,NYET,,,96
420,00:13.176.658,0.10 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
